"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1257.05775556112,16.2373447510234,117.542170833884,58,-1139.52
"catch",1649,-3164.12174379636,46.7800570374718,45.0664120957731,0,-3119.06
