"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,64,0.969213710657366,9.954,10,1009.9452,0.00381562374237275,0.753600519205601,FALSE
2,2500,58,0.974947419939357,10.9524,11,2021.992,0.00281053535608431,0.837815989076456,FALSE
3,2500,16,0.989700971350735,10.9876,11,2040.5676,0.001932828048421,0.804961730756855,FALSE
4,2500,350,0.861775684977479,9.168,10,899.2132,0.0045443890935596,0.852451820687317,FALSE
