"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.7491961414791,0.983922829581994,0.502918006430868,0.222816456971435,311,311
"catch",0.736203759854457,0.991510006064281,0.498005609460279,0.277322727489852,1649,1649
