"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.615384615384615,0.980769230769231,0.510408653846154,0.260622101849905,52,52
"catch",0.575757575757576,0.987240829346092,0.5083831738437,0.296093365272579,627,627
