"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.557692307692308,0.980769230769231,0.518004807692308,0.266637589516369,52,52
"catch",0.567783094098884,0.990430622009569,0.508759968102073,0.296671518714374,627,627
