"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-223.76764879928,6.24755190259425,5.94602043446124,1,-217.82
"catch",627,-1449.97174796141,21.6255850721004,6.85060658281393,0,-1443.12
