"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.772727272727273,0.977272727272727,0.448948863636364,0.251633896690797,44,44
"osp",0.611111111111111,1,0.632222222222222,0.24685356591821,18,18
"catch",0.529411764705882,1,0.533823529411765,0.29020684655391,17,17
