"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27694,40199,33872,48338
"Dungeness_Kept","Expected_Catch",45112,66094,50179,91203
"Dungeness_Kept","Predictive_Catch",NA,66108,50268,91093
