"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort (crabber-hrs)",176208,224997,209540,243629
"Dungeness_Kept","Catch",74095,114107,100508,137823
