"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",44,-78.3171098490713,6.84548373907691,5.55041141995787,0,-72.77
"catch",17,-53.1525761193533,3.76721820109315,3.87511266174159,1,-49.28
