"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.596153846153846,0.980769230769231,0.514086538461539,0.263821964834165,52,52
"catch",0.567783094098884,0.990430622009569,0.507145135566188,0.296232514663518,627,627
