"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.32410658999012,0.0304499892075885,1.32353352914269,1.26502316054602,1.38533406935532,0.927,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0860628059269626,0.421840946851334,0.10155302059587,-0.72573180726463,0.81661040622451,0.057,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.203700762752333,0.440521315967439,-0.255355023178375,-0.882521154692039,0.713914174586448,0.015,TRUE
"B1","normal(0, 1.0)",0,1,0.706449217106517,0.169919701476689,0.705970987456897,0.372419675296753,1.03663986819122,0.83,FALSE
"B2","normal(0, 1.0)",0,1,-0.0874325448758717,0.508978191526588,-0.106364409127245,-1.03425602804394,0.978121210637485,0.491,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.05786287994814,0.174262319758697,3.05062857944813,2.74256276878041,3.44446472950924,0.913,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.328774661873526,0.104890864451607,0.326324175603208,0.125382529840617,0.54403581730227,0.948,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.197602825538916,0.170558853878596,0.158354968756768,0.0066666003738003,0.620033075208285,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.149707197182458,0.10841896412043,0.125755001494209,0.0206321476623068,0.427717236055301,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.510990294731503,0.0619017171513578,0.506576366741261,0.40257410172002,0.643497907767968,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.775722078747172,0.0395070220335953,0.774309778982317,0.70093903104243,0.855474832218739,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,12.6445606909296,269.938876390067,2.01390082941949,0.0885785382493654,44.5188757213665,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,12.071490855519,117.650158705849,2.01677524240857,0.0703607113484062,49.9849532506525,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.171648615291518,0.0807915327658307,-0.171919144895432,-0.32709473972537,-0.0132030225356273,0.919,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.52511256942345,2.35374938908433,4.02690018932547,1.52658881121702,10.5447817090781,0.026,TRUE
