"draw","C_sum","C_expected_sum","E_sum"
1,18663,18850.9942564988,23334.4991303339
6,22384,22271.6665276698,25172.6178746196
9,20684,20797.0510457979,24246.9832326435
12,19943,19986.4815828993,25731.8613712432
14,18236,18169.1998332415,23744.7589492468
18,21854,21892.968536811,26474.6895749171
21,20653,20505.1660838548,24890.7228790487
28,18903,18710.6949450598,23692.7931230231
32,20587,20517.697218367,23316.3756562485
41,20607,20652.3270740979,25647.3637592824
44,19908,19973.2819931594,24636.8045690972
47,21769,21827.7650211961,24511.7179344008
48,20457,20233.9208770081,25208.22519236
51,20816,20766.4213494201,24352.3438641322
53,18466,18275.2211024069,22920.322312482
55,23269,23191.9712541649,25860.6731439645
56,21357,21414.2874539853,26238.6215230123
57,21969,22054.7221572084,26808.0605211003
64,18666,18791.9481731122,23521.0894706394
68,20265,20533.1818284381,25198.4222793122
70,20478,20106.8885768538,24405.0991827436
71,18005,17992.6033170404,22166.409449676
73,21035,21111.1303501705,25091.6945882878
74,20271,20161.0905730438,25812.9231162386
77,22121,21916.0687232656,27164.4703654014
78,20958,20854.2198297317,26018.2809823464
82,19548,19419.0842329439,23530.3894446772
87,19772,19942.7771528622,23547.8422563681
90,20106,20021.6919454685,23396.2376084145
93,21745,21698.6940113379,26483.3812328197
102,20200,20237.0067446221,23564.5817026304
106,20459,20536.1532825045,25985.9965080846
108,21889,21751.6891961559,27168.3253338376
112,20442,20256.0246031257,24837.0493077484
113,20633,20763.3568335858,25041.1913799344
115,20061,19948.5193392299,23859.960841869
120,20440,20411.7434600335,24184.1970053285
121,21223,21380.7102496959,25733.4956072494
126,21140,20902.0053810397,25639.5055787076
127,20892,21044.3265340478,26656.4061960909
128,19890,19738.0192687866,25154.5389248757
133,20166,20204.4869148099,24715.9439653104
148,21192,21404.3454745343,24822.7271616368
154,20891,21014.2105662942,25103.022657514
155,20447,20404.3052121783,24534.9907502056
158,20649,20525.0260467279,25486.0257723098
160,19369,19488.5174876286,24346.2561445637
162,19496,19530.0536050632,23963.0554655209
163,20497,20564.751822018,24723.1747503691
164,20309,20290.2289831771,24122.2790711015
170,20678,20944.0676364405,24235.6200923083
182,21398,21394.8766270861,25864.0170083276
187,20240,20193.6561956545,25536.021671214
189,23301,23211.8873293471,26994.0812291727
193,20285,20163.2715125705,23715.0352288445
211,20724,20658.4975655364,24111.8950242672
213,21482,21678.6695460456,25958.2641279109
215,19258,19184.0271310006,24542.7858025305
218,21909,21665.8336636738,25345.4639175796
222,21460,21474.8646472221,25384.5165218643
235,21830,21763.6922193792,25604.2367373534
239,22688,22637.3275242675,25665.7248303494
243,21027,20891.6017348471,25243.7626915871
255,22061,21795.3516082631,26915.733034222
261,19867,19901.4476056649,24858.0999664426
268,19937,19701.2856063659,24875.6725181526
269,21446,21645.4827962442,26414.3553002896
272,20492,20384.0163414391,24027.8364037829
276,19947,19837.8333918777,23422.9125381954
281,20589,20724.6627088714,24439.4005306817
285,20435,20349.0458246114,25768.0006352126
287,21528,21548.6585058996,26698.9889319724
288,19154,19291.4411039891,23604.2976364486
289,19804,19858.0002753162,24882.0055391406
294,21861,21730.6131113507,25893.4076893095
298,18971,19092.3715603433,22398.5127022756
299,19675,19765.3393918345,23617.2574850629
302,19379,19221.789191288,24490.3746849379
