"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-559.140590202853,23.6597192086678,8.00830909314084,0,-551.13
"catch",131,-450.658834452678,9.7990275169761,10.1253627434192,1,-440.53
