"fit","data_type","n_obs","n_obs_dropped","n_draws_used","rE_median","R_median","mean_mu","share_poisson","share_nb_overdisp","share_latent","pred_vmr_mean","nb_vmr_mean","ppc_coverage_50","ppc_pit_sd","lever"
"private_boat_ring_net_only_Dungeness_Kept","trailer",44,0,2000,1.35656167536661,0.345193151220843,3.205,0.1442,0.7742,0.0816,4.219,3.928,0.7955,0.2645,"observation NB over-dispersion dominates: lever is r_E / sigma_r_E prior (T1.5 5a; pair with T1.3)"
