"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,5,0.991690128307358,9.9956,10,1021.9852,0.0043858991543084,0.94534949369004,FALSE
2,2500,3,0.997430186298232,10.7692,11,1863.0076,0.00294214014527143,0.931883013388183,FALSE
3,2500,20,0.980549561985218,8.9808,9,508.5388,0.00728884729700548,0.962993188855389,FALSE
4,2500,11,0.98831480105683,9.9892,10,1020.1136,0.00496596535403587,0.982442841764367,FALSE
