"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.795454545454545,1,0.476789772727273,0.26453384264513,44,44
"osp",0.611111111111111,1,0.581527777777778,0.257044341117741,18,18
"catch",0.529411764705882,1,0.529926470588235,0.286766888189283,17,17
