"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_mu_E",0.69555340921765,0.6526444421854,0.154585295518852,0.000110642040903468,0.0112760451333955
"R_G",1.32408282981104,1.33041951790947,0.13621504389907,0.000110642040903468,0.0112760451333955
"sigma_IE",0.142209545450101,0.1516906174829,0.105615448195472,0.000110642040903468,0.0112760451333955
"R_G_boat",3.98786226355711,4.17476595658785,0.073535571782214,0.000110642040903468,0.0112760451333955
"sigma_eps_E",0.151208603198925,0.154225283740442,0.0619339759469646,0.000110642040903468,0.0112760451333955
"phi_C",-0.200598690249368,-0.244904031092887,-0.0544974778489862,0.000110642040903468,0.0112760451333955
"sigma_eps_C",0.103138250378596,0.10871991079278,-0.0250881704666228,0.000110642040903468,0.0112760451333955
"r_C",2.82899326244581,2.87866095398597,0.0183915670890652,0.000110642040903468,0.0112760451333955
"phi_E",0.109773384486292,0.0871229466779364,-0.0133709211771318,0.000110642040903468,0.0112760451333955
"sigma_mu_C",0.722657816088103,0.485621472668327,-0.0103433763165474,0.000110642040903468,0.0112760451333955
"sigma_r_C",0.594544058537922,0.58939268496163,-0.00949990378507799,0.000110642040903468,0.0112760451333955
"sigma_r_E",0.503628648792384,0.50928247693769,-0.004126270589387,0.000110642040903468,0.0112760451333955
"r_E",3.94256757906036,3.85551620630372,-0.00251587878055153,0.000110642040903468,0.0112760451333955
