"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.613636363636364,1,0.475619908831326,0.266377749823878,44,44
"osp",0.611111111111111,0.944444444444444,0.577744600417776,0.255495607638346,18,18
"catch",0.470588235294118,1,0.531870543367692,0.289283467895578,17,17
