"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.516232431791923,0.267334371283432,52,52
"catch",0.419457735247209,0.958532695374801,0.458825641303401,0.30802590159113,627,627
