"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","in_50","in_95"
"gear",1,"2024-12-01",76,77.106,0.5425,0,TRUE,TRUE
"gear",3,"2024-12-03",27,28.435,0.5083,0,TRUE,TRUE
"gear",4,"2024-12-04",30,28.77,0.5991,0,TRUE,TRUE
"gear",5,"2024-12-05",20,22.596,0.4426,1e-05,TRUE,TRUE
"gear",6,"2024-12-06",25,22.489,0.6588,0,TRUE,TRUE
"gear",7,"2024-12-07",31,39.452,0.3223,0,TRUE,TRUE
"gear",10,"2024-12-10",23,23.761,0.5305,1e-05,TRUE,TRUE
"gear",11,"2024-12-11",20,23.773,0.3971,0,TRUE,TRUE
"gear",12,"2024-12-12",39,33.271,0.7197,0,TRUE,TRUE
"gear",13,"2024-12-13",22,23.357,0.4956,0,TRUE,TRUE
"gear",14,"2024-12-14",37,42.313,0.4199,0,TRUE,TRUE
"gear",15,"2024-12-15",33,38.983,0.3893,0,TRUE,TRUE
"gear",18,"2024-12-18",32,29.706,0.6343,0,TRUE,TRUE
"gear",20,"2024-12-20",22,20.781,0.6137,1e-05,TRUE,TRUE
"gear",21,"2024-12-21",20,27.513,0.2698,0,TRUE,TRUE
"gear",22,"2024-12-22",19,28.253,0.2179,0,FALSE,TRUE
"gear",23,"2024-12-23",29,25.533,0.6821,0,TRUE,TRUE
"gear",24,"2024-12-24",31,30.942,0.5615,0,TRUE,TRUE
"gear",26,"2024-12-26",33,35.403,0.4834,0,TRUE,TRUE
"gear",27,"2024-12-27",50,43.637,0.7007,0,TRUE,TRUE
"gear",28,"2024-12-28",58,69.293,0.3681,0,TRUE,TRUE
"gear",31,"2024-12-31",96,90.519,0.6277,0,TRUE,TRUE
"gear",32,"2025-01-01",55,66.258,0.3614,0,TRUE,TRUE
"gear",33,"2025-01-02",28,30.234,0.4802,0,TRUE,TRUE
"gear",34,"2025-01-03",55,43.468,0.7937,0,FALSE,TRUE
"gear",35,"2025-01-04",39,52.528,0.2641,0,TRUE,TRUE
"gear",38,"2025-01-07",19,22.677,0.4013,1e-05,TRUE,TRUE
"gear",39,"2025-01-08",29,29.369,0.5454,0,TRUE,TRUE
"gear",40,"2025-01-09",35,34.555,0.5695,0,TRUE,TRUE
"gear",41,"2025-01-10",34,37.797,0.4498,0,TRUE,TRUE
"gear",42,"2025-01-11",149,136.656,0.6606,0,TRUE,TRUE
"gear",45,"2025-01-14",50,46.334,0.6374,0,TRUE,TRUE
"gear",47,"2025-01-16",16,23.64,0.2331,1e-05,FALSE,TRUE
"gear",48,"2025-01-17",47,39.515,0.7349,0,TRUE,TRUE
"gear",49,"2025-01-18",62,68.191,0.457,0,TRUE,TRUE
"gear",52,"2025-01-21",16,16.206,0.5481,9e-05,TRUE,TRUE
"gear",53,"2025-01-22",8,10.443,0.3415,8e-04,TRUE,TRUE
"gear",54,"2025-01-23",16,14.781,0.6289,0.00013,TRUE,TRUE
"gear",55,"2025-01-24",9,14.224,0.2152,0.00021,FALSE,TRUE
"gear",56,"2025-01-25",68,63.366,0.6351,0,TRUE,TRUE
"gear",60,"2025-01-29",32,30.652,0.6002,0,TRUE,TRUE
"gear",61,"2025-01-30",24,24.61,0.5334,0,TRUE,TRUE
"gear",62,"2025-01-31",14,18.085,0.3381,4e-05,TRUE,TRUE
"gear",63,"2025-02-01",48,48.41,0.5487,0,TRUE,TRUE
"gear",67,"2025-02-05",2,6.37,0.0933,0.01303,FALSE,TRUE
"gear",68,"2025-02-06",4,7.373,0.2073,0.00651,FALSE,TRUE
"gear",69,"2025-02-07",13,13.739,0.5122,0.00024,TRUE,TRUE
"gear",70,"2025-02-08",65,61.138,0.6282,0,TRUE,TRUE
"gear",73,"2025-02-11",20,19.974,0.5598,2e-05,TRUE,TRUE
"gear",74,"2025-02-12",11,15.141,0.3009,0.00018,TRUE,TRUE
"gear",76,"2025-02-14",23,23.789,0.5246,0,TRUE,TRUE
"gear",77,"2025-02-15",65,65.143,0.5575,0,TRUE,TRUE
"gear",81,"2025-02-19",12,17.091,0.275,9e-05,TRUE,TRUE
"gear",82,"2025-02-20",30,25.686,0.7096,0,TRUE,TRUE
"gear",83,"2025-02-21",18,19.013,0.5062,2e-05,TRUE,TRUE
"gear",84,"2025-02-22",28,35.001,0.3455,0,TRUE,TRUE
"gear",87,"2025-02-25",11,16.21,0.2662,0.00012,TRUE,TRUE
"gear",88,"2025-02-26",32,29.026,0.6561,0,TRUE,TRUE
"gear",89,"2025-02-27",32,31.647,0.5677,0,TRUE,TRUE
"gear",90,"2025-02-28",16,29.402,0.0985,0,FALSE,TRUE
"gear",91,"2025-03-01",105,93.444,0.6893,0,TRUE,TRUE
"gear",94,"2025-03-04",1,5.85,0.0303,0.01068,FALSE,TRUE
"gear",94,"2025-03-04",3,5.85,0.1856,0.01068,FALSE,TRUE
"gear",94,"2025-03-04",9,5.85,0.8451,0.01068,FALSE,TRUE
"gear",95,"2025-03-05",0,5.257,0.0082,0.01633,FALSE,FALSE
"gear",95,"2025-03-05",7,5.257,0.7516,0.01633,FALSE,TRUE
"gear",95,"2025-03-05",1,5.257,0.0436,0.01633,FALSE,TRUE
"gear",96,"2025-03-06",17,20.206,0.3651,1e-05,TRUE,TRUE
"gear",96,"2025-03-06",35,20.206,0.9618,1e-05,FALSE,TRUE
"gear",96,"2025-03-06",20,20.206,0.5335,1e-05,TRUE,TRUE
"gear",97,"2025-03-07",13,12.876,0.557,0.00016,TRUE,TRUE
"gear",97,"2025-03-07",9,12.876,0.2492,0.00016,FALSE,TRUE
"gear",97,"2025-03-07",9,12.876,0.2492,0.00016,FALSE,TRUE
"gear",98,"2025-03-08",58,58.141,0.5396,0,TRUE,TRUE
"gear",98,"2025-03-08",54,58.141,0.4475,0,TRUE,TRUE
"gear",98,"2025-03-08",69,58.141,0.7525,0,FALSE,TRUE
"gear",101,"2025-03-11",18,15.605,0.6878,4e-05,TRUE,TRUE
"gear",101,"2025-03-11",13,15.605,0.369,4e-05,TRUE,TRUE
"gear",101,"2025-03-11",12,15.605,0.3016,4e-05,TRUE,TRUE
"gear",102,"2025-03-12",13,17.734,0.258,2e-05,TRUE,TRUE
"gear",102,"2025-03-12",17,17.734,0.5021,2e-05,TRUE,TRUE
"gear",102,"2025-03-12",22,17.734,0.7599,2e-05,FALSE,TRUE
"gear",104,"2025-03-14",13,19.627,0.1809,1e-05,FALSE,TRUE
"gear",104,"2025-03-14",18,19.627,0.4533,1e-05,TRUE,TRUE
"gear",104,"2025-03-14",33,19.627,0.9515,1e-05,FALSE,TRUE
"gear",105,"2025-03-15",6,20.081,0.0079,1e-05,FALSE,FALSE
"gear",105,"2025-03-15",14,20.081,0.216,1e-05,FALSE,TRUE
"gear",105,"2025-03-15",29,20.081,0.8795,1e-05,FALSE,TRUE
"gear",108,"2025-03-18",10,15.137,0.198,5e-05,FALSE,TRUE
"gear",108,"2025-03-18",15,15.137,0.5359,5e-05,TRUE,TRUE
"gear",108,"2025-03-18",20,15.137,0.8063,5e-05,FALSE,TRUE
"gear",109,"2025-03-19",15,13.635,0.6388,1e-04,TRUE,TRUE
"gear",109,"2025-03-19",13,13.635,0.4982,1e-04,TRUE,TRUE
"gear",109,"2025-03-19",16,13.635,0.7001,1e-04,TRUE,TRUE
