"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","in_50","in_95"
"osp",14,"2024-09-29",18,30.044,0.3602,0.00782,TRUE,TRUE
"osp",15,"2024-09-30",18,10.903,0.8316,0.03044,FALSE,TRUE
"osp",17,"2024-10-02",5,4.249,0.6738,0.10928,TRUE,TRUE
"osp",20,"2024-10-05",31,13.04,0.9379,0.02364,FALSE,TRUE
"osp",24,"2024-10-09",5,4.268,0.6729,0.10859,TRUE,TRUE
"osp",26,"2024-10-11",3,4.246,0.4578,0.10935,TRUE,TRUE
"osp",28,"2024-10-13",9,12.166,0.4654,0.02637,TRUE,TRUE
"osp",29,"2024-10-14",4,4.24,0.5772,0.10939,TRUE,TRUE
"osp",30,"2024-10-15",5,4.269,0.6726,0.10896,TRUE,TRUE
"osp",34,"2024-10-19",0,11.717,0.0139,0.0277,FALSE,FALSE
"catch",2,"2024-09-17",0,6.603,0.108,0.216,FALSE,TRUE
"catch",6,"2024-09-21",6,4.691,0.7716,0.26965,FALSE,TRUE
"catch",12,"2024-09-27",0,4.402,0.1384,0.27686,FALSE,TRUE
"catch",18,"2024-10-03",6,7.644,0.5915,0.16474,TRUE,TRUE
"catch",20,"2024-10-05",15,8.866,0.8323,0.16471,FALSE,TRUE
"catch",26,"2024-10-11",6,2.548,0.8816,0.33197,FALSE,TRUE
"catch",27,"2024-10-12",0,11.821,0.0682,0.13647,FALSE,TRUE
"catch",27,"2024-10-12",0,8.866,0.0824,0.16471,FALSE,TRUE
"catch",28,"2024-10-13",8,8.866,0.6628,0.16471,TRUE,TRUE
"catch",32,"2024-10-17",1,5.096,0.2853,0.21519,TRUE,TRUE
"catch",32,"2024-10-17",4,10.191,0.3983,0.13614,TRUE,TRUE
"catch",32,"2024-10-17",4,5.096,0.5924,0.21519,TRUE,TRUE
"catch",39,"2024-10-24",12,7.644,0.7989,0.16474,FALSE,TRUE
"catch",45,"2024-10-30",12,10.191,0.7171,0.13614,TRUE,TRUE
"catch",53,"2024-11-07",24,16.754,0.7912,0.10661,FALSE,TRUE
"catch",54,"2024-11-08",6,6.702,0.6542,0.19409,TRUE,TRUE
"catch",54,"2024-11-08",6,6.702,0.6542,0.19409,TRUE,TRUE
