"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.70096463022508,0.980707395498392,0.49975955629172,0.226690993021975,311,311
"catch",0.405093996361431,0.988477865372953,0.432500479705925,0.289181336772447,1649,1649
