"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27691,41966,34759,51552
"Dungeness_Kept","Expected_Catch",45105,71326,52215,100824
"Dungeness_Kept","Predictive_Catch",NA,71288,52174,100800
