"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.311668703574,23.8996821007429,12.5293769934971,0,-548.78
"catch",131,-452.217746003679,9.72375153811431,10.7945753743016,2,-441.42
