"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,8,0.993074890756004,9.9904,10,1021.1256,0.00534100589382898,0.954282106654118,FALSE
2,2500,7,0.992509263686053,9.9956,10,1021.738,0.00487264367780276,0.961106656230298,FALSE
3,2500,1,0.998282083353769,10.9988,11,2046.344,0.00231351544615718,0.980601038684515,FALSE
4,2500,23,0.972821799667743,8.978,9,508.4084,0.00999801536264295,0.977678504029163,FALSE
