"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",29107,36839,33707,40942
"Dungeness_Kept","Expected_Catch",52338,61383,54306,71358
"Dungeness_Kept","Predictive_Catch",NA,61400,54306,71279
