"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.755627009646302,0.980707395498392,0.498798231511254,0.227095523290256,311,311
"catch",0.730745906610067,0.989690721649485,0.497925257731959,0.27760268217508,1649,1649
