"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"gear",1,2,"2024-09-17",30,-3.4707,0.4555,0.692,-3.7096
"gear",2,3,"2024-09-18",29,-3.4556,0.4548,0.648,-3.6974
"gear",3,4,"2024-09-19",55,-4.2888,0.912,0.736,-5.1957
"gear",4,5,"2024-09-20",29,-3.4388,0.4295,0.476,-3.6349
"gear",5,6,"2024-09-21",48,-3.9155,0.5404,0.628,-4.2391
"gear",6,9,"2024-09-24",50,-4.2129,0.856,0.757,-5.0908
"gear",7,10,"2024-09-25",13,-3.3535,0.8505,0.782,-4.2806
"gear",8,12,"2024-09-27",34,-3.5964,0.4737,0.647,-3.8432
"gear",9,13,"2024-09-28",79,-4.3463,0.6444,0.693,-4.8065
"gear",10,16,"2024-10-01",30,-3.4884,0.4658,0.725,-3.7446
"gear",11,18,"2024-10-03",45,-3.96,0.6781,0.724,-4.4669
"gear",12,19,"2024-10-04",29,-3.4479,0.4462,0.862,-3.6788
"gear",13,20,"2024-10-05",72,-4.2449,0.5956,0.968,-4.7022
"gear",14,23,"2024-10-08",30,-3.4773,0.4537,0.828,-3.7304
"gear",15,24,"2024-10-09",29,-3.4457,0.4419,0.659,-3.667
"gear",16,26,"2024-10-11",14,-3.1988,0.6995,0.671,-3.7743
"gear",17,27,"2024-10-12",62,-4.0997,0.5525,0.804,-4.4694
"gear",18,28,"2024-10-13",64,-4.1188,0.5305,0.61,-4.4213
"gear",19,30,"2024-10-15",27,-3.4004,0.4457,0.707,-3.6347
"gear",20,31,"2024-10-16",37,-3.6714,0.5016,0.776,-3.9509
"gear",21,32,"2024-10-17",43,-3.8567,0.5864,0.757,-4.2255
"gear",22,33,"2024-10-18",39,-3.7382,0.5333,0.754,-4.0581
"gear",23,34,"2024-10-19",62,-4.0927,0.5327,0.758,-4.4205
"gear",24,36,"2024-10-21",29,-3.4443,0.4421,0.792,-3.6789
"gear",25,37,"2024-10-22",25,-3.3183,0.4271,0.821,-3.5393
"gear",26,38,"2024-10-23",35,-3.682,0.5388,0.771,-4.0296
"gear",27,39,"2024-10-24",24,-3.2864,0.3972,0.403,-3.4527
"gear",28,40,"2024-10-25",10,-3.1127,0.7658,0.815,-3.775
"gear",29,41,"2024-10-26",36,-3.6791,0.537,0.827,-3.9944
"gear",30,42,"2024-10-27",18,-3.5961,0.997,0.713,-4.6198
"gear",31,45,"2024-10-30",18,-3.1103,0.4502,0.743,-3.3274
"gear",32,46,"2024-10-31",12,-3.1591,0.7079,0.869,-3.7696
"gear",33,47,"2024-11-01",33,-3.6094,0.5369,0.815,-3.9705
"gear",34,48,"2024-11-02",79,-4.3975,0.7232,0.949,-5.0751
"gear",35,51,"2024-11-05",8,-3.2167,0.9453,0.857,-4.2302
"gear",36,52,"2024-11-06",17,-3.0912,0.4595,0.637,-3.3133
"gear",37,53,"2024-11-07",25,-3.3181,0.4209,0.707,-3.5214
"gear",38,54,"2024-11-08",36,-3.7988,0.6743,0.685,-4.3858
"gear",39,55,"2024-11-09",22,-3.7709,0.9776,0.993,-5.0615
"gear",40,59,"2024-11-13",25,-3.3393,0.4553,0.804,-3.5926
"gear",41,60,"2024-11-14",43,-3.8883,0.633,0.595,-4.3207
"gear",42,61,"2024-11-15",46,-3.9934,0.7016,0.69,-4.5401
"gear",43,62,"2024-11-16",57,-4.0225,0.5058,0.685,-4.3049
"gear",44,65,"2024-11-19",13,-2.9581,0.5548,0.603,-3.2724
"gear",45,66,"2024-11-20",0,-5.5302,1.7551,0.67,-8.6504
"gear",46,67,"2024-11-21",15,-3.0705,0.5346,0.827,-3.4186
"gear",47,68,"2024-11-22",6,-3.0246,1.0306,0.624,-4.0528
"gear",48,69,"2024-11-23",23,-3.4847,0.771,0.483,-4.075
"gear",49,72,"2024-11-26",26,-3.3487,0.4156,0.635,-3.5371
"gear",50,73,"2024-11-27",33,-3.5797,0.4796,0.691,-3.8316
"gear",51,75,"2024-11-29",51,-4.0107,0.7341,0.685,-4.6611
"gear",52,76,"2024-11-30",123,-4.9514,1.1564,0.752,-6.3917
