"draw","C_sum","C_expected_sum","E_sum"
6,21744,21861.247564935,24587.4864911763
9,19092,19301.9014413009,23569.1841098203
12,21242,21302.499856362,24760.2371243642
14,23320,23323.339561552,27803.2922350569
17,19270,19490.3762482044,24699.2244738769
18,20734,20737.0595889337,24533.652806904
31,18907,19030.8139611552,26689.2838692956
32,20394,20460.2024488418,24131.4988323887
39,23570,23649.8978146941,28632.4391828454
45,24707,24682.0906307774,27510.769503213
47,22687,22829.2237082377,27278.1697911071
55,21775,21812.7691046351,25604.2318595106
56,21419,21615.6461330278,24183.1281087372
57,20695,20629.4082226931,25087.1726593353
61,20879,21185.8059520316,25528.2345383817
70,20619,20708.4482326747,24059.6719463512
71,20078,20196.0900003262,25839.2842466359
74,19512,19719.3523541271,25489.4154413586
82,19236,19381.7670194675,24289.6914490538
90,19616,19892.8877840956,24672.7804317134
109,21997,22235.2611485553,23985.1968600141
127,19902,19785.0049932705,22973.063875644
128,21401,21343.0023337493,24176.8460910653
133,20543,20670.5652546152,26270.1190510997
144,22517,22360.5768883983,26310.328389331
148,20794,20722.8324832193,22477.4165641446
149,19647,19541.8904973858,23949.7091824837
159,22990,22895.090192441,26895.3166140181
162,20975,21087.5433094752,26265.988089564
163,19678,19847.8111562101,24747.4466456691
164,20694,20744.4242359462,25396.4262916744
170,19088,18868.6012455745,22913.103118789
176,22651,22359.6539883449,27580.1680415805
178,23544,23243.0561202792,27344.7313390823
179,21008,20871.8399293488,25715.9038468429
180,18217,18150.6204386707,22382.9141220607
182,21108,20957.5788226113,26141.5001032081
189,19977,19901.8890649003,24001.6346736938
197,21453,21688.8973334355,25069.5260623606
201,22911,22709.8750959659,24115.8708975136
210,20702,20582.3042148095,24303.6266527933
213,22395,22231.4068735117,27453.460781288
215,20459,20288.2642331698,24740.0387844485
224,21194,20762.4498796758,23077.7112941124
235,21580,21842.6095324828,25888.2888444976
261,19509,19318.2580872717,22781.3417713561
262,20777,20876.703122515,24625.9414448927
264,21117,20991.8331432024,26228.3503971335
273,19897,20125.5204704073,24961.0636113453
276,18545,18583.215509983,23685.8011776249
277,21775,21525.7948526746,25582.2313818456
285,20973,20953.4387592463,24400.9387268604
