"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.784615384615385,1,0.403916666666667,0.206561318725145,195,195
"osp",0.930769230769231,1,0.558163461538462,0.161944876829543,130,130
"catch",0.618320610687023,0.984732824427481,0.512690839694656,0.274453936572349,131,131
