"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1251.31270495551,16.4659588400367,109.425545384796,41,-1141.89
"catch",1649,-3162.5206835814,46.7238086007342,44.1728474827554,0,-3118.35
