"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27694,41720,34703,51208
"Dungeness_Kept","Expected_Catch",45112,78250,55676,113634
"Dungeness_Kept","Predictive_Catch",NA,78215,55711,113680
