"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-217.83568266049,6.2290873151329,26.7232200099262,30,-191.11
"catch",627,-1451.75808725008,21.5695794987939,10.9819916875658,0,-1440.78
