"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,0,0,0,0,0,0,0,FALSE,4.39469846115789,0.922266344546281
2,"2024-12-02","2024-12-02",1,1,1,1,1,1,1,0,TRUE,3.75983389592126,0.861886076761594
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,4,0,TRUE,3.48962447859552,0.753551618331314
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,7,0,TRUE,3.33931748984824,0.694559888015814
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,2,0,TRUE,3.36712599688497,0.787065922386171
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,4,0,TRUE,3.47652800353238,0.771365303763457
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,1,0,TRUE,3.60018456054892,0.866414521991597
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,3.97650138331957,0.926687227576426
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,4.05192115060302,0.937529346015711
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,1,0,TRUE,3.8717051750325,0.957473904452009
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,1,0,TRUE,3.83826878218026,0.88021017970335
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,2,0,TRUE,3.81809213552237,0.84498515598647
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,1,0,TRUE,3.8176697303599,0.882557806087932
14,"2024-12-14","2024-12-14",1,1,0,1,0,1,0,0,TRUE,3.83122160933176,0.912992715759784
15,"2024-12-15","2024-12-15",1,1,0,1,0,1,0,0,TRUE,3.73502734129033,0.925839748807989
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,4.02035496859385,0.935031079178475
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,3.98765855442994,0.904599303861729
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,3,0,TRUE,3.58677018843964,0.854185475162648
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,3.84116120641147,0.897255406213909
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,1,0,TRUE,3.68688019160993,0.866163563832809
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,1,0,TRUE,3.55769825412585,0.875509765769236
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,1,0,TRUE,3.65489636552686,0.912985288559319
23,"2024-12-23","2024-12-23",1,1,0,1,0,1,0,0,TRUE,3.61531003212734,0.946355157563713
24,"2024-12-24","2024-12-24",1,1,0,1,0,1,0,0,TRUE,3.72201031104035,0.987443789620851
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,3.99551199432897,0.980207593617401
26,"2024-12-26","2024-12-26",1,1,0,1,0,1,0,0,TRUE,3.78484793155914,0.964763518240889
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,1,0,TRUE,3.50115904922851,1.01619126685897
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,5,0,TRUE,3.48135335854527,0.946409777985673
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,3.90262877235886,1.0884858873879
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,4.00785141051063,1.01011496707164
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,4,0,TRUE,3.71854713382028,1.00972957502986
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,1,0,TRUE,3.61669312004693,0.988391182426424
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,2,0,TRUE,3.79040272098114,0.889963980666439
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,1,0,TRUE,4.01291814414097,0.918370170303263
35,"2025-01-04","2025-01-04",1,1,0,1,0,1,0,0,TRUE,4.08431549102434,0.98754253500057
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,4.29233688543549,0.91889015901191
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,4.15571980016789,0.906304730242314
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,3.74832961265006,0.770161506947319
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,3.40294668183015,0.773591529531168
40,"2025-01-09","2025-01-09",1,1,0,1,0,1,0,0,TRUE,3.6277337479501,0.865654350600461
41,"2025-01-10","2025-01-10",1,1,0,1,0,1,0,0,TRUE,3.62055217839499,0.910212461931396
42,"2025-01-11","2025-01-11",1,1,0,1,0,1,0,0,TRUE,3.71099832513666,0.90102763632986
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,4.0055652019032,0.94513058754275
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,4.00492328444838,0.889057465489676
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,3,0,TRUE,3.54342470899369,0.784781297720995
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,3.84654998415804,0.861931785102281
47,"2025-01-16","2025-01-16",1,1,0,1,0,1,0,0,TRUE,3.7022798511996,0.89215310512329
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,2,0,TRUE,3.42606174784306,0.822263935431993
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,4,0,TRUE,3.48019285358139,0.774899931148827
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,3.92548270922774,0.889172106619559
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,4.01141595416835,0.954858782586017
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,1,0,TRUE,3.81631265816336,0.910954304624547
53,"2025-01-22","2025-01-22",1,1,0,1,0,1,0,0,TRUE,3.76874376166113,0.936593495003343
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,1,0,TRUE,3.82141810796998,0.882624799667557
55,"2025-01-24","2025-01-24",1,1,1,1,1,1,1,0,TRUE,3.70802478862087,0.88631712446691
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,2,0,TRUE,3.854146816091,0.847728081449842
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,4.19306709615164,0.89364191347084
58,"2025-01-27","2025-01-27",1,0,0,0,0,0,0,0,FALSE,4.34494025282087,0.94222171187975
59,"2025-01-28","2025-01-28",1,0,0,0,0,0,0,0,FALSE,4.24670522334643,0.877009886136666
60,"2025-01-29","2025-01-29",1,1,1,1,1,1,5,0,TRUE,3.79294044346964,0.751851859332359
61,"2025-01-30","2025-01-30",1,1,0,1,0,1,0,0,TRUE,4.0089039502301,0.914961606943402
62,"2025-01-31","2025-01-31",1,1,0,1,0,1,0,0,TRUE,4.05997286729843,0.923527551425671
63,"2025-02-01","2025-02-01",1,1,0,1,0,1,0,0,TRUE,4.29206883795064,0.890231182805235
64,"2025-02-02","2025-02-02",1,0,0,0,0,0,0,0,FALSE,4.57027767630008,0.910892960161566
65,"2025-02-03","2025-02-03",1,0,0,0,0,0,0,0,FALSE,4.67062777307528,0.918445717559215
66,"2025-02-04","2025-02-04",1,0,0,0,0,0,0,0,FALSE,4.59656889291374,0.937058834716778
67,"2025-02-05","2025-02-05",1,1,0,1,0,1,0,0,TRUE,4.42464160384772,0.97794557173252
68,"2025-02-06","2025-02-06",1,1,0,1,0,1,0,0,TRUE,4.19374502432893,0.962574467255269
69,"2025-02-07","2025-02-07",1,1,0,1,0,1,0,0,TRUE,4.09435308046727,0.949061505015954
70,"2025-02-08","2025-02-08",1,1,0,1,0,1,0,0,TRUE,3.86500089027536,0.924884665532381
71,"2025-02-09","2025-02-09",1,0,0,0,0,0,0,0,FALSE,4.2588140361225,0.917101841045297
72,"2025-02-10","2025-02-10",1,0,0,0,0,0,0,0,FALSE,4.33620202524471,0.926788408934857
73,"2025-02-11","2025-02-11",1,1,0,1,0,1,0,0,TRUE,4.06885071736968,0.925182282009643
74,"2025-02-12","2025-02-12",1,1,0,1,0,1,0,0,TRUE,4.04011715170438,0.92385477872856
75,"2025-02-13","2025-02-13",1,0,0,0,0,0,0,0,FALSE,4.11136593160066,0.940344805952783
76,"2025-02-14","2025-02-14",1,1,1,1,1,1,1,0,TRUE,3.89086680705278,0.880049239124312
77,"2025-02-15","2025-02-15",1,1,1,1,1,1,2,0,TRUE,3.87723721719122,0.889121317875738
78,"2025-02-16","2025-02-16",1,0,0,0,0,0,0,0,FALSE,4.30953765048609,0.970837984891295
79,"2025-02-17","2025-02-17",1,0,0,0,0,0,0,0,FALSE,4.42688731267878,0.927288941337087
80,"2025-02-18","2025-02-18",1,0,0,0,0,0,0,0,FALSE,4.50662850191543,0.951338764098168
81,"2025-02-19","2025-02-19",1,1,0,1,0,1,0,0,TRUE,4.30023245760771,0.96176232815196
82,"2025-02-20","2025-02-20",1,1,0,1,0,1,0,0,TRUE,4.22424886078498,0.952077936161152
83,"2025-02-21","2025-02-21",1,1,0,1,0,1,0,0,TRUE,4.16199723224263,0.953757033223299
