"fit","parameter","median","mean","decoupled","decoupled_reason","status","estimate","fit_method","source"
"private_boat_all_gear_Dungeness_Kept","mu_mu_E[1]",2.7805907326869,2.74070594278002,FALSE,NA,"estimate",2.7805907326869,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","mu_mu_C[1]",1.07875601439085,0.755582264023117,FALSE,NA,"estimate",1.07875601439085,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_E",0.669311750795748,0.668968128395,FALSE,NA,"estimate",0.669311750795748,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_eps_C",0.135837494690972,0.151105770336555,FALSE,NA,"estimate",0.135837494690972,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_E",0.937424527663256,0.935662902005924,FALSE,NA,"estimate",0.937424527663256,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","phi_C",0.133160160713147,0.123141798714466,FALSE,NA,"estimate",0.133160160713147,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_E",0.752780601820439,0.752809575362786,FALSE,NA,"estimate",0.752780601820439,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_C",0.809451279273697,0.810908541153,FALSE,NA,"estimate",0.809451279273697,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_E",1.76466861394158,1.83985618255177,FALSE,NA,"estimate",1.76466861394158,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_C",1.52622503278425,1.55197151676618,FALSE,NA,"estimate",1.52622503278425,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_E",0.705380082756013,1.13834879648014,FALSE,NA,"estimate",0.705380082756013,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_mu_C",0.817802246307334,1.4368866181866,FALSE,NA,"estimate",0.817802246307334,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_IE",0.137732890675472,0.200139454754805,TRUE,"no I/E observations in this fit (n_ie_obs = 0); sigma_IE is its prior","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G",1.22122930352519,1.27919201997703,FALSE,NA,"estimate",1.22122930352519,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","R_G_boat",3.55251833703582,3.55321270686323,FALSE,NA,"estimate",3.55251833703582,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1",0.685869422187709,0.684978873577646,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2",0.375092427691453,0.372628213604111,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B1_C",-0.218456720848371,-0.218634798502627,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","B2_C",0.0854276614582871,0.0948690957604736,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","gamma_C",0.000734207377151058,-0.000614834181592875,TRUE,"estimate_cpue_density = FALSE: the density term is inert","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","kappa_OSP",2.97944077866656,3.12508867708311,TRUE,"osp_scale_is_tau = TRUE: the OSP mean uses L, not kappa_OSP; this is the prior","prior only",NA,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","sigma_r_OSP",0.307040271195459,0.296666017797661,FALSE,NA,"estimate",0.307040271195459,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","r_OSP",10.6074090817842,2161.34896566126,FALSE,NA,"estimate",10.6074090817842,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","f_crab[1]",0.293713995686833,0.3005312492677,FALSE,NA,"estimate",0.293713995686833,"BSS","reconstructed"
"private_boat_all_gear_Dungeness_Kept","f_lower[1]",0,0,TRUE,"use_osp_crab_lower = FALSE: the OSP lower bound is off and f_lower is pinned at 0","prior only",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","mu_mu_E[1]",1.57976466371546,1.65180320408647,FALSE,NA,"estimate",1.57976466371546,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","mu_mu_C[1]",0.415501258666829,0.266848006723794,FALSE,NA,"estimate",0.415501258666829,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_eps_E",0.582640564492788,0.594964699787625,FALSE,NA,"estimate",0.582640564492788,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_eps_C",0.978136715210679,0.997626430966022,FALSE,NA,"estimate",0.978136715210679,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","phi_E",0.902845503290378,0.89094004149783,FALSE,NA,"estimate",0.902845503290378,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","phi_C",-0.136868136532802,-0.115240267320511,FALSE,NA,"estimate",-0.136868136532802,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_r_E",0.419724266887627,0.426634646412964,FALSE,NA,"estimate",0.419724266887627,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_r_C",0.457983355132831,0.559171489475157,FALSE,NA,"estimate",0.457983355132831,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","r_E",5.6763850090738,48734.8688638965,FALSE,NA,"estimate",5.6763850090738,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","r_C",4.76760884100544,14333.4503095771,FALSE,NA,"estimate",4.76760884100544,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_mu_E",0.719561224370504,1.10566309168726,FALSE,NA,"estimate",0.719561224370504,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_mu_C",0.726756309231972,1.26098187413598,FALSE,NA,"estimate",0.726756309231972,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_IE",0.134940224338067,0.197516828836318,TRUE,"no I/E observations in this fit (n_ie_obs = 0); sigma_IE is its prior","prior only",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","R_G",1.25825689844398,1.32137065628865,FALSE,NA,"estimate",1.25825689844398,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","R_G_boat",2.87264026984287,2.90335345035483,FALSE,NA,"estimate",2.87264026984287,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","B1",0.950962524250892,0.942958665396673,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","B2",-0.0190594604677134,-0.00815136124273218,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","B1_C",-0.107530542098953,-0.100269110589776,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","B2_C",0.00799618500461477,0.008458065067001,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","gamma_C",-0.00574442897800494,-0.00810396717053808,TRUE,"estimate_cpue_density = FALSE: the density term is inert","prior only",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","kappa_OSP",3.00463878929655,3.1304959901984,TRUE,"osp_scale_is_tau = TRUE: the OSP mean uses L, not kappa_OSP; this is the prior","prior only",NA,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","sigma_r_OSP",0.20919729256243,0.245282336323586,FALSE,NA,"estimate",0.20919729256243,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","r_OSP",22.8500998621818,341255.695194671,FALSE,NA,"estimate",22.8500998621818,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","f_crab[1]",0.294507971400744,0.300492654854819,FALSE,NA,"estimate",0.294507971400744,"BSS","reconstructed"
"private_boat_ring_net_only_Dungeness_Kept","f_lower[1]",0,0,TRUE,"use_osp_crab_lower = FALSE: the OSP lower bound is off and f_lower is pinned at 0","prior only",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","mu_mu_E[1]",3.10887514539044,3.12198098379859,FALSE,NA,"estimate",3.10887514539044,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","mu_mu_C[1]",-0.130989843828806,-0.217151759636715,FALSE,NA,"estimate",-0.130989843828806,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_eps_E",0.45091627409174,0.452625013212365,FALSE,NA,"estimate",0.45091627409174,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_eps_C",0.235648957284419,0.239919810794486,FALSE,NA,"estimate",0.235648957284419,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","phi_E",0.648335030303973,0.643260729970116,FALSE,NA,"estimate",0.648335030303973,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","phi_C",0.841313294581722,0.825757758082905,FALSE,NA,"estimate",0.841313294581722,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_r_E",0.233881306894128,0.23447995951132,FALSE,NA,"estimate",0.233881306894128,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_r_C",1.02850124373918,1.02928107095783,FALSE,NA,"estimate",1.02850124373918,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","r_E",18.2813800324324,18.6349214175878,FALSE,NA,"estimate",18.2813800324324,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","r_C",0.945345056717865,0.946963165864498,FALSE,NA,"estimate",0.945345056717865,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_mu_E",0.672215320934493,1.01736205317088,FALSE,NA,"estimate",0.672215320934493,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_mu_C",0.703421988166316,1.17017132971775,FALSE,NA,"estimate",0.703421988166316,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_IE",0.271674967195237,0.300358980590959,FALSE,NA,"estimate",0.271674967195237,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","R_G",1.27912722928173,1.27898562572644,FALSE,NA,"estimate",1.27912722928173,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","R_G_boat",4.02123909215968,4.5175523904195,TRUE,"shore fit: no boat count stream; the boat gear ratio is its prior","prior only",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","B1",0.907226473584287,0.906761759785127,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","B2",0.0776683756103875,0.0782961195154992,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","B1_C",-0.379285955426502,-0.376999543364295,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","B2_C",-0.0382199106208997,-0.0413076711488757,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","gamma_C",-0.0238494155384275,-0.0116544836349556,TRUE,"estimate_cpue_density = FALSE: the density term is inert","prior only",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","kappa_OSP",2.99922603432001,3.13702002365806,TRUE,"shore fit: no OSP observations (OSP_n = 0)","prior only",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","sigma_r_OSP",0.989607159396926,5.93079144622256,TRUE,"shore fit: no OSP observations (OSP_n = 0)","prior only",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","r_OSP",1.02111428049834,302867.851499918,TRUE,"shore fit: no OSP observations (OSP_n = 0)","prior only",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","f_crab[1]",1,1,TRUE,"shore fit: apply_crab_fraction = 0, f is pinned at 1","prior only",NA,"BSS","reconstructed"
"shore_all_gear_Dungeness_Kept","f_lower[1]",0,0,TRUE,"shore fit: apply_crab_fraction = 0, f is pinned at 1","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","mu_mu_E[1]",3.01684705005968,3.04393220201312,FALSE,NA,"estimate",3.01684705005968,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","mu_mu_C[1]",0.232508579787763,0.0859537463172367,FALSE,NA,"estimate",0.232508579787763,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_eps_E",0.300036189378126,0.287320111708424,FALSE,NA,"estimate",0.300036189378126,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_eps_C",0.108939465138031,0.111421799921214,FALSE,NA,"estimate",0.108939465138031,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","phi_E",0.532029918800501,0.439248162629767,FALSE,NA,"estimate",0.532029918800501,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","phi_C",0.272647269061863,0.220264902504477,FALSE,NA,"estimate",0.272647269061863,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_r_E",0.350108180430025,0.336289480057523,FALSE,NA,"estimate",0.350108180430025,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_r_C",0.773883742025498,0.774818697295475,FALSE,NA,"estimate",0.773883742025498,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","r_E",8.15822135524865,1686.54740144904,FALSE,NA,"estimate",8.15822135524865,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","r_C",1.66973885768082,1.67851843824796,FALSE,NA,"estimate",1.66973885768082,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_mu_E",0.694197991747981,1.09335421709037,FALSE,NA,"estimate",0.694197991747981,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_mu_C",0.701342565454446,1.1337412296202,FALSE,NA,"estimate",0.701342565454446,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_IE",0.140908628780559,0.203163799798797,TRUE,"no I/E observations in this fit (n_ie_obs = 0); sigma_IE is its prior","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","R_G",1.32403942690402,1.32394814230503,FALSE,NA,"estimate",1.32403942690402,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","R_G_boat",4.04405888816502,4.5533431956484,TRUE,"shore fit: no boat count stream; the boat gear ratio is its prior","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","B1",0.713817837084994,0.715542112723585,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","B2",-0.230947011840809,-0.206535851712505,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","B1_C",-0.142731331798665,-0.142163208905771,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","B2_C",0.0281512614026758,0.0287894594642175,FALSE,NA,"unknown (window-dependent; not reconstructible)",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","gamma_C",-0.0176660734865973,-0.0215221262965401,TRUE,"estimate_cpue_density = FALSE: the density term is inert","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","kappa_OSP",2.99504695486389,3.13761087680192,TRUE,"shore fit: no OSP observations (OSP_n = 0)","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","sigma_r_OSP",0.992343617190725,5.66462156865634,TRUE,"shore fit: no OSP observations (OSP_n = 0)","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","r_OSP",1.01549044010677,2051.30019643117,TRUE,"shore fit: no OSP observations (OSP_n = 0)","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","f_crab[1]",1,1,TRUE,"shore fit: apply_crab_fraction = 0, f is pinned at 1","prior only",NA,"BSS","reconstructed"
"shore_ring_net_only_Dungeness_Kept","f_lower[1]",0,0,TRUE,"shore fit: apply_crab_fraction = 0, f is pinned at 1","prior only",NA,"BSS","reconstructed"
