"fit","ar_resolution","divergences","divergence_fraction","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","B1_C_rhat","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact","pass_convergence","method_selected"
"shore_ring_net_only_Dungeness_Kept","daily",111,0.0185,0,1.0001,0.9999,5576,6055,1.0003,6e-04,0.0013,0.0034,0.0014,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"shore_all_gear_Dungeness_Kept","daily",333,0.0333,0,1.0003,1.0003,6799,5914,1.0001,0.0034,0.0011,0.0078,3e-04,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"private_boat_ring_net_only_Dungeness_Kept","daily",78,0.013,0,1.0001,0.9996,6005,9529,1,0,0.0037,0.0191,0.1028,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"private_boat_all_gear_Dungeness_Kept","daily",154,0.0154,0,0.9998,0.9998,15558,17938,0.9998,1e-04,0.0026,0.0041,0.0191,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
