"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-09-16","2024-09-16",1,0,0,0,0,0,0,0,FALSE,1.48649167477339,0.634882964610303
2,"2024-09-17","2024-09-17",1,1,1,1,1,1,4,0,TRUE,0.987850787791041,0.577575366044757
3,"2024-09-18","2024-09-18",1,1,1,1,1,1,4,0,TRUE,0.983630153438043,0.576512247420755
4,"2024-09-19","2024-09-19",1,1,1,1,1,1,3,0,TRUE,1.12219847242711,0.591024113759713
5,"2024-09-20","2024-09-20",1,1,1,1,1,1,7,0,TRUE,0.983508915413261,0.554608722458724
6,"2024-09-21","2024-09-21",1,1,1,1,1,1,22,0,TRUE,0.974068114341949,0.478193720673011
7,"2024-09-22","2024-09-22",1,0,0,0,0,0,0,0,FALSE,1.45765615110147,0.601087324608793
8,"2024-09-23","2024-09-23",1,0,0,0,0,0,0,0,FALSE,1.48170581112637,0.621868864086154
9,"2024-09-24","2024-09-24",1,1,1,1,1,1,11,0,TRUE,1.07743391333223,0.508318896635009
10,"2024-09-25","2024-09-25",1,1,1,1,1,1,7,0,TRUE,1.20583912374802,0.52547852227236
11,"2024-09-26","2024-09-26",1,0,0,0,0,0,0,0,FALSE,1.40320149896172,0.600437658609751
12,"2024-09-27","2024-09-27",1,1,1,1,1,1,12,0,TRUE,0.964906748458562,0.51723399141791
13,"2024-09-28","2024-09-28",1,1,1,1,1,1,36,0,TRUE,1.03604004801042,0.442486374639559
14,"2024-09-29","2024-09-29",1,0,0,0,0,0,0,0,FALSE,1.44975436804302,0.593628050592453
15,"2024-09-30","2024-09-30",1,0,0,0,0,0,0,0,FALSE,1.44609331786784,0.589635185406539
16,"2024-10-01","2024-10-01",1,1,1,1,1,1,11,0,TRUE,1.01903828780708,0.531088029826915
17,"2024-10-02","2024-10-02",1,0,0,0,0,0,0,0,FALSE,1.40560924780201,0.562784395823787
18,"2024-10-03","2024-10-03",1,1,1,1,1,1,14,0,TRUE,1.05641196476798,0.489877662690958
19,"2024-10-04","2024-10-04",1,1,1,1,1,1,6,0,TRUE,0.954974532213199,0.509020701212454
20,"2024-10-05","2024-10-05",1,1,1,1,1,1,20,0,TRUE,0.987078854148503,0.469106580659801
21,"2024-10-06","2024-10-06",1,0,0,0,0,0,0,0,FALSE,1.51363057945682,0.610764112092418
22,"2024-10-07","2024-10-07",1,0,0,0,0,0,0,0,FALSE,1.52452940373659,0.621887890611768
23,"2024-10-08","2024-10-08",1,1,1,1,1,1,6,0,TRUE,0.987938262722385,0.592514597710852
24,"2024-10-09","2024-10-09",1,1,1,1,1,1,7,0,TRUE,0.975959311945609,0.569023057886217
25,"2024-10-10","2024-10-10",1,0,0,0,0,0,0,0,FALSE,1.41323818937372,0.607493894146262
26,"2024-10-11","2024-10-11",1,1,1,1,1,1,4,0,TRUE,1.15063895380958,0.574114429533831
27,"2024-10-12","2024-10-12",1,1,1,1,1,1,12,0,TRUE,0.965302818179585,0.520165937702195
28,"2024-10-13","2024-10-13",1,1,1,1,1,1,8,0,TRUE,0.993443075990958,0.522456212045702
29,"2024-10-14","2024-10-14",1,0,0,0,0,0,0,0,FALSE,1.39430971386707,0.560392428324253
30,"2024-10-15","2024-10-15",1,1,1,1,1,1,13,0,TRUE,0.997076135129921,0.500777162452512
31,"2024-10-16","2024-10-16",1,1,1,1,1,1,15,0,TRUE,0.975378923579621,0.485452668706411
32,"2024-10-17","2024-10-17",1,1,1,1,1,1,20,0,TRUE,1.02878427144666,0.487638006784833
33,"2024-10-18","2024-10-18",1,1,1,1,1,1,22,0,TRUE,1.02557437655815,0.489316110854506
34,"2024-10-19","2024-10-19",1,1,1,1,1,1,18,0,TRUE,0.962546335143662,0.551314344307404
35,"2024-10-20","2024-10-20",1,0,0,0,0,0,0,0,FALSE,1.35633356978816,0.694681763848051
36,"2024-10-21","2024-10-21",1,1,1,1,1,1,15,0,TRUE,0.996352406905662,0.587168305344923
37,"2024-10-22","2024-10-22",1,1,1,1,1,1,8,0,TRUE,0.986646713278693,0.557028623422368
38,"2024-10-23","2024-10-23",1,1,1,1,1,1,4,0,TRUE,1.0012916315985,0.556871335825811
39,"2024-10-24","2024-10-24",1,1,1,1,1,1,7,0,TRUE,0.957872714581289,0.543315476947165
40,"2024-10-25","2024-10-25",1,1,1,1,1,1,1,0,TRUE,1.22365899050206,0.577987142032332
41,"2024-10-26","2024-10-26",1,1,1,1,1,1,12,0,TRUE,1.07771867552093,0.501548842800123
42,"2024-10-27","2024-10-27",1,1,1,1,1,1,5,0,TRUE,1.3809393847185,0.551430457756119
43,"2024-10-28","2024-10-28",1,0,0,0,0,0,0,0,FALSE,1.58760165011769,0.599094347276499
44,"2024-10-29","2024-10-29",1,0,0,0,0,0,0,0,FALSE,1.54993431562517,0.610960160132684
45,"2024-10-30","2024-10-30",1,1,1,1,1,1,3,0,TRUE,1.07796980884009,0.575175352537576
46,"2024-10-31","2024-10-31",1,1,1,1,1,1,2,0,TRUE,1.16964375198253,0.55491108347895
47,"2024-11-01","2024-11-01",1,1,1,1,1,1,12,0,TRUE,0.995703130267112,0.508240501064984
48,"2024-11-02","2024-11-02",1,1,1,1,1,1,30,0,TRUE,1.03796377331786,0.462874585351529
49,"2024-11-03","2024-11-03",1,0,0,0,0,0,0,0,FALSE,1.47880240888613,0.568936180725974
50,"2024-11-04","2024-11-04",1,0,0,0,0,0,0,0,FALSE,1.53120175074759,0.61409584227125
51,"2024-11-05","2024-11-05",1,1,1,1,1,1,3,0,TRUE,1.37561429187176,0.605071235432484
