"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-09-16","2024-09-16",1,0.0211148331570918,-0.65403182724721,0.832459847526182,-0.0025572395451201,-0.336711741480623,0.29817122312968
2,"2024-09-17","2024-09-17",1,0.0711629504933377,-0.365828991713255,0.622021796077786,-0.0113733963478208,-0.330115250895693,0.247460115149064
3,"2024-09-18","2024-09-18",1,0.109923284479904,-0.331243576964979,0.652386576473064,-0.00999711562634597,-0.332689626963439,0.243822620457316
4,"2024-09-19","2024-09-19",1,0.338950015189995,-0.142300036351806,0.979898436075305,-0.0186154758719078,-0.363257956449697,0.227766157310016
5,"2024-09-20","2024-09-20",1,0.0847169910027942,-0.328226164429425,0.655282750983836,-0.0251083726857676,-0.359356234686318,0.195252487772406
6,"2024-09-21","2024-09-21",1,0.00657152794268245,-0.450295175446844,0.523772938895106,-0.0161620438074521,-0.287897888022486,0.190295832650525
7,"2024-09-22","2024-09-22",1,0.0326565212007456,-0.632733233213611,0.824922917887859,-0.00285544818992053,-0.315330806856193,0.285756517752599
8,"2024-09-23","2024-09-23",1,0.0714379277758105,-0.515562925062925,0.966142886063449,0.00147868888391874,-0.307414074263311,0.314454789822843
9,"2024-09-24","2024-09-24",1,0.248597636028945,-0.19392653216632,0.883507381165908,0.0111821581751113,-0.210525591616898,0.297793305018111
10,"2024-09-25","2024-09-25",1,-0.0865612389396873,-0.779920292248053,0.425918831499965,0.0119216613650461,-0.214353268302687,0.311125253969673
11,"2024-09-26","2024-09-26",1,0.0105822813880289,-0.68187305162176,0.721328447339958,0.000310077804709272,-0.294337948785471,0.30609970982428
12,"2024-09-27","2024-09-27",1,0.121827831501205,-0.296912962187172,0.66799378627139,-0.0114920182886687,-0.292054251683435,0.225179739734476
13,"2024-09-28","2024-09-28",1,0.194516851078895,-0.247605164850059,0.788434883160359,-0.00792061701721255,-0.244681584201747,0.197804790437812
14,"2024-09-29","2024-09-29",1,0.0871612840318792,-0.514457170700167,0.935297197342857,-0.00272866676699246,-0.303699073904396,0.289928976688057
15,"2024-09-30","2024-09-30",1,0.0590601387430113,-0.574454382597988,0.871638935269849,-0.000121614927281976,-0.304103793100617,0.285531392305922
16,"2024-10-01","2024-10-01",1,0.0897351195537775,-0.353261528569661,0.665776759237416,-0.00118294096317339,-0.271848567891639,0.259239461935276
17,"2024-10-02","2024-10-02",1,0.102267211990983,-0.475014531738777,0.930594716063238,-0.000255921338786863,-0.290082947143801,0.272701448679986
18,"2024-10-03","2024-10-03",1,0.253485261556041,-0.202125767406253,0.854286197361729,-0.00107843765576831,-0.25049663326124,0.239381029429718
19,"2024-10-04","2024-10-04",1,0.106353394930391,-0.305081935828145,0.649892596385054,0.00867856033807463,-0.220860368684803,0.288160332527652
20,"2024-10-05","2024-10-05",1,0.14430999523783,-0.271506476713562,0.71557237743494,0.0115691387323263,-0.196992724423705,0.272113856236096
21,"2024-10-06","2024-10-06",1,0.0479847493084214,-0.593320945888461,0.920309633568363,0.0101724894597162,-0.260638432732515,0.350125679359903
22,"2024-10-07","2024-10-07",1,0.0387711868730382,-0.656656153883951,0.867873249852644,0.0172643216589772,-0.24412253295023,0.377765357661539
23,"2024-10-08","2024-10-08",1,0.0544005377171125,-0.390925516655107,0.597012746067277,0.0659573510467215,-0.13579196510894,0.456722632601911
24,"2024-10-09","2024-10-09",1,0.0338911761915215,-0.42809509692858,0.547864215017029,0.0496573073758952,-0.14422101763329,0.424802040252927
25,"2024-10-10","2024-10-10",1,-0.0190469678783175,-0.786720361947216,0.626517827426504,0.0104985417755272,-0.252246004406939,0.355247889739323
26,"2024-10-11","2024-10-11",1,-0.128984553077353,-0.812553352058836,0.33808560175074,0.00236650404137006,-0.281614813904848,0.292499615628983
27,"2024-10-12","2024-10-12",1,0.03991689141809,-0.410171518658715,0.555131299520869,0.000637976037790198,-0.252886232628785,0.267279705073409
28,"2024-10-13","2024-10-13",1,0.0761614418816182,-0.361800286940469,0.631642789050489,0.021999852988167,-0.186018747217114,0.336437464828587
29,"2024-10-14","2024-10-14",1,0.038284007257423,-0.594209708845543,0.800100005021525,0.00482808688615785,-0.249829587956025,0.310562840368228
30,"2024-10-15","2024-10-15",1,0.0515015363713096,-0.387625921846888,0.609450213283033,0.00889826514067174,-0.224619239095496,0.276157923357017
31,"2024-10-16","2024-10-16",1,0.183090677632648,-0.233045779454194,0.742333144125427,-0.00668207443050893,-0.263582068463584,0.221870600242827
