"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.886363636363636,1,0.458238636363636,0.194899034345465,44,44
"osp",1,1,0.592916666666667,0.141761502282572,18,18
"catch",1,1,0.508088235294118,0.218949069084436,17,17
