"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-12-01","2024-12-01",1,-0.120512315950383,-0.722564483856198,0.496974343145767,0.421017670526607,-0.0343028349158646,0.874612917107594
2,"2024-12-02","2024-12-08",7,-0.261248470552768,-0.737486376083488,0.200455730800909,0.365577884103456,-0.0797724168443004,0.759657244042322
3,"2024-12-09","2024-12-15",7,-0.316092236840216,-0.785106145014523,0.16123489263112,0.413748105194063,-0.0355198286590818,0.807673472862088
4,"2024-12-16","2024-12-22",7,-0.383363225609104,-0.903935832291696,0.143954134415174,0.332816947368869,-0.155653166927706,0.78575047146504
5,"2024-12-23","2024-12-29",7,0.00653049779859452,-0.476561593389596,0.501752061704588,0.156891429909471,-0.275207709875718,0.578613522455972
6,"2024-12-30","2024-12-31",2,0.0361792734235444,-0.560288568548748,0.655998728432367,0.421013261915194,-0.116037647984926,0.92175897185521
7,"2025-01-01","2025-01-05",5,0.000633903731599859,-0.495767666501549,0.514929068524225,0.0143571931791851,-0.464955890610772,0.458736224435019
8,"2025-01-06","2025-01-12",7,0.0948746045287164,-0.370531049679955,0.584951644335315,-0.44199370148119,-0.88986386218268,-0.0261228204589008
9,"2025-01-13","2025-01-19",7,-0.0161492578286358,-0.49904813294923,0.490035482481515,-0.319628226644282,-0.814935355898178,0.105139657988282
10,"2025-01-20","2025-01-26",7,-0.591402255802402,-1.06849758630289,-0.0970689087025836,-0.502938313678879,-1.02694118591146,-0.033683580806698
11,"2025-01-27","2025-02-02",7,-0.420694861240841,-0.923564757108005,0.0776966195894919,-0.486233415240032,-1.02216636246693,-0.0222430876030914
12,"2025-02-03","2025-02-09",7,-0.690613510075786,-1.23439531729556,-0.158403406647249,-0.588883280230369,-1.15807229543741,-0.100031898451777
13,"2025-02-10","2025-02-16",7,-0.444478186576236,-0.94966210666407,0.0478050185885779,-0.669627533675817,-1.23277923038341,-0.15572839659487
14,"2025-02-17","2025-02-23",7,-0.422707189569536,-0.938087463477575,0.0803458733625823,-0.57906422889648,-1.15265459989842,-0.0834059327545464
15,"2025-02-24","2025-03-02",7,-0.165234291985123,-0.667352773275847,0.326070956037059,-0.440303349174361,-0.903474149635782,-0.0438132879288016
16,"2025-03-03","2025-03-09",7,-0.738851156439351,-1.1606446449508,-0.322975227223504,-0.531827092638239,-1.04394837248163,-0.0616921579175976
17,"2025-03-10","2025-03-16",7,-0.706237667239183,-1.14886964815962,-0.282665425956522,-0.376476807857796,-0.89364646280175,0.086365805548924
18,"2025-03-17","2025-03-23",7,-0.704865163106771,-1.10853695261559,-0.27730109818126,-0.34573127595368,-0.876074923866269,0.108785725094718
19,"2025-03-24","2025-03-30",7,-0.0328657727511646,-0.468790340555689,0.395004127719667,-0.173060640297122,-0.668498835918466,0.248412359437562
