"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-09-17",5,5.711,0.5801,0.11756,0.11883,TRUE,TRUE
"trailer",3,"2024-09-18",9,5.711,0.7995,0.11756,0.11883,FALSE,TRUE
"trailer",4,"2024-09-19",3,5.711,0.4008,0.11756,0.11883,TRUE,TRUE
"trailer",5,"2024-09-20",1,5.711,0.177,0.11756,0.11883,FALSE,TRUE
"trailer",5,"2024-09-20",0,5.711,0.0588,0.11756,0.11883,FALSE,TRUE
"trailer",9,"2024-09-24",3,5.711,0.4008,0.11756,0.11883,TRUE,TRUE
"trailer",12,"2024-09-27",5,5.711,0.5801,0.11756,0.11883,TRUE,TRUE
"trailer",13,"2024-09-28",12,16.334,0.5129,0.04095,0.04173,TRUE,TRUE
"trailer",16,"2024-10-01",7,2.262,0.9445,0.27168,0.22431,FALSE,TRUE
"trailer",18,"2024-10-03",4,2.262,0.8131,0.27168,0.22431,FALSE,TRUE
"trailer",19,"2024-10-04",5,2.262,0.8762,0.27168,0.22431,FALSE,TRUE
"trailer",20,"2024-10-05",12,6.459,0.8514,0.1033,0.10469,FALSE,TRUE
"trailer",23,"2024-10-08",0,2.262,0.1358,0.27168,0.22431,FALSE,TRUE
"trailer",24,"2024-10-09",3,2.262,0.7181,0.27168,0.22431,TRUE,TRUE
"trailer",26,"2024-10-11",3,2.262,0.7181,0.27168,0.22431,TRUE,TRUE
"trailer",27,"2024-10-12",9,6.459,0.7561,0.1033,0.10469,FALSE,TRUE
"trailer",28,"2024-10-13",7,6.459,0.6596,0.1033,0.10469,TRUE,TRUE
"trailer",30,"2024-10-15",2,2.262,0.5786,0.27168,0.22431,TRUE,TRUE
"trailer",31,"2024-10-16",2,2.262,0.5786,0.27168,0.22431,TRUE,TRUE
"trailer",32,"2024-10-17",2,2.262,0.5786,0.27168,0.22431,TRUE,TRUE
"trailer",33,"2024-10-18",1,2.262,0.3838,0.27168,0.22431,TRUE,TRUE
"trailer",34,"2024-10-19",0,6.459,0.0517,0.1033,0.10469,FALSE,TRUE
