"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-223.734994514093,6.26373011037117,5.8694370729984,1,-217.87
"catch",627,-1440.88266440492,21.7833560303288,8.10622521512439,0,-1432.78
