"data_type","obs_index","day_index","event_date","observed","lpd","loglik_sd","pareto_k","elpd_loo"
"gear",1,1,"2024-12-01",76,-4.6299,0.3206,0.54,-4.748
"gear",2,3,"2024-12-03",27,-3.6015,0.1717,0.181,-3.6314
"gear",3,4,"2024-12-04",30,-3.8026,0.2566,0.185,-3.8699
"gear",4,5,"2024-12-05",20,-3.2966,0.1256,0.23,-3.3126
"gear",5,6,"2024-12-06",25,-3.4876,0.1244,0.211,-3.5032
"gear",6,7,"2024-12-07",31,-4.5084,0.4408,0.231,-4.7049
"gear",7,10,"2024-12-10",23,-3.401,0.1056,0.059,-3.4122
"gear",8,11,"2024-12-11",20,-3.2759,0.1071,0.284,-3.2874
"gear",9,12,"2024-12-12",39,-4.709,0.5905,0.271,-5.0678
"gear",10,13,"2024-12-13",22,-3.3528,0.0954,0.122,-3.3619
"gear",11,14,"2024-12-14",37,-4.2318,0.3264,0.326,-4.3397
"gear",12,15,"2024-12-15",33,-4.3263,0.3818,0.332,-4.4738
"gear",13,18,"2024-12-18",32,-4.1744,0.5365,0.356,-4.4874
"gear",14,20,"2024-12-20",22,-3.3901,0.1593,0.246,-3.4162
"gear",15,21,"2024-12-21",20,-4.8462,0.6466,0.223,-5.2686
"gear",16,22,"2024-12-22",19,-4.9374,0.6661,0.221,-5.3857
"gear",17,23,"2024-12-23",29,-3.6118,0.1116,0.219,-3.6245
"gear",18,24,"2024-12-24",31,-3.6759,0.1164,0.294,-3.6896
"gear",19,26,"2024-12-26",33,-3.7532,0.142,0.348,-3.7737
"gear",20,27,"2024-12-27",50,-4.7599,0.5488,0.514,-5.0811
"gear",21,28,"2024-12-28",58,-4.4896,0.2776,0.214,-4.5683
"gear",22,31,"2024-12-31",96,-4.8602,0.3121,0.641,-4.9716
"gear",23,32,"2025-01-01",55,-4.6221,0.4571,0.359,-4.8404
"gear",24,33,"2025-01-02",28,-3.5959,0.1316,0.211,-3.6135
"gear",25,34,"2025-01-03",55,-5.1252,0.7613,0.551,-5.7583
"gear",26,35,"2025-01-04",39,-4.8217,0.5196,0.335,-5.0961
"gear",27,38,"2025-01-07",19,-3.7242,0.3407,0.149,-3.8416
"gear",28,39,"2025-01-08",29,-3.6351,0.1327,0.122,-3.6529
"gear",29,40,"2025-01-09",35,-3.7948,0.1176,0.119,-3.8087
"gear",30,41,"2025-01-10",34,-3.7605,0.108,0.102,-3.7723
"gear",31,42,"2025-01-11",149,-5.8808,0.6189,0.331,-6.2845
"gear",32,45,"2025-01-14",50,-4.813,0.5898,0.311,-5.1741
"gear",33,47,"2025-01-16",16,-3.666,0.3872,0.222,-3.8186
"gear",34,48,"2025-01-17",47,-4.5974,0.5074,0.284,-4.8638
"gear",35,49,"2025-01-18",62,-4.4604,0.2408,0.203,-4.5197
"gear",36,52,"2025-01-21",16,-3.0795,0.1061,0.14,-3.0908
"gear",37,53,"2025-01-22",8,-3.2046,0.3937,0.112,-3.3607
"gear",38,54,"2025-01-23",16,-3.0795,0.1061,0.14,-3.0908
"gear",39,55,"2025-01-24",9,-3.108,0.3492,0.092,-3.2309
"gear",40,56,"2025-01-25",68,-4.8515,0.5202,0.351,-5.1433
"gear",41,60,"2025-01-29",32,-4.253,0.5151,0.276,-4.5279
"gear",42,61,"2025-01-30",24,-3.5339,0.2139,0.16,-3.5807
"gear",43,62,"2025-01-31",14,-3.1391,0.2464,0.245,-3.2009
"gear",44,63,"2025-02-01",48,-4.1173,0.1567,0.174,-4.1424
